,이름,행정동,점수,별점,좋아요
26183, 천호누룽지통닭구이 성내점,천호2동,52,5.0,6
26184, 얌얌카츠 천호,천호2동,52,4.6,9
26185, 스시진 천호역,천호2동,52,4.5,13
26186, 스타벅스 천호로데오점,천호2동,52,4.2,4
26187, 램니쿠야 강동구,천호2동,52,5.0,2
26188, 쭉삼이 천호,천호2동,52,4.7,24
26189, 란짠타부리 성내동,천호2동,51,5.0,6
26190, 7번가피자 성내점,천호2동,51,5.0,3
26191, 피자보감 강동구,천호2동,51,5.0,2
26192, 비사벌전주콩나물국밥 성내점,천호2동,51,4.6,6
26193, 미드데이 썬 성내동,천호2동,51,4.1,9
26194, 세꼬시 길동,천호2동,51,4.8,8
26195, 셀프하우스 성내동,천호2동,51,3.8,108
26196, 스시 꽃피다 성내동,천호2동,51,4.4,5
26197, 블랑제리 천호,천호2동,51,4.2,125
26198, 썸이프 강동구,천호2동,51,5.0,2
26199, 도원 천호,천호2동,50,5.0,2
26200, 유타로 천호,천호2동,50,4.3,113
26201, 등촌샤브샤브칼국수 천호점,천호2동,50,4.6,1
26202, 긴자 성내동,천호2동,50,4.1,6
26203, 고추장구이 암사,천호2동,50,4.5,30
26204, 스타벅스 천호사거리점,천호2동,50,4.5,1
26205, 역전할머니맥주 천호점,천호2동,50,4.5,2
26206, 엄마손만두 천호동,천호2동,50,3.9,79
26207, 피카피오 강동역,천호2동,50,4.3,17
26208, 독도쭈꾸미 3호점,천호2동,50,4.1,64
26209, 와고참숯갈비 천호,천호2동,49,4.4,2
26210, 대팔이네 천호,천호2동,49,4.6,3
26211, 카페 온도 성내동,천호2동,49,5.0,3
26212, 인생극장쪽갈비 둔촌동역점,천호2동,49,5.0,0
26213, 송월냉면 천호동,천호2동,49,3.7,27
26214, 울림한우소머리곰탕 성내동,천호2동,49,5.0,3
26215, 차이나린찐 올림픽공원,천호2동,49,3.6,32
26216, 연풍민락 강동구,천호2동,49,4.6,6
26217, 풍년비빔국수 천호,천호2동,49,5.0,3
26218, 아키노유키 천호,천호2동,49,3.7,107
26219, 백년화편 강동구,천호2동,49,4.0,19
26220, 닭발부부 천호동,천호2동,48,4.8,4
26221, 분홍다이닝 천호,천호2동,48,3.9,56
26222, 청년다방 굽은다리역,천호2동,48,4.5,26
26223, 카페 노란 코끼리 천호,천호2동,48,4.3,0
26224, 팍스하우스 굽은다리역,천호2동,48,5.0,2
26225, 통로 성내동,천호2동,48,4.5,17
26226, 하다식당 강동구,천호2동,48,4.6,7
26227," 방콕, 그집 성내동",천호2동,48,5.0,2
26228, 천호곱창 굽은다리역,천호2동,48,4.7,9
26229, WAAAH 성내동,천호2동,48,5.0,2
26230, 구삼부대찌개 올림픽공원,천호2동,48,4.2,29
26231, 설빙 천호로데오점,천호2동,47,4.4,0
26232, 샤크로플 천호동,천호2동,47,5.0,1
26233, 푸른청목장 성내동,천호2동,47,5.0,0
26234, 어바웃타임 성내동,천호2동,47,4.5,1
26235, 월요일 천호,천호2동,47,5.0,1
26236, 미니회바 천호,천호2동,47,4.4,63
26237,. 불타는삼겹살 굽은다리역,천호2동,47,5.0,3
26238,고모네원조콩탕황태탕 성내동,천호3동,70,4.6,77
26239,풀팬 천호,천호3동,69,4.6,111
26240,대성반점 천호동,천호3동,67,4.8,31
26241,이한진 숙성회 천호,천호3동,66,4.9,49
26242,화진포막국수 강동구청점,천호3동,65,4.1,163
26243,풍년상회쪽갈비 천호,천호3동,65,4.0,76
26244,피콜로 성내동,천호3동,64,4.7,27
26245,평양만두집 성내동,천호3동,64,4.3,67
26246,커피 몽타주 성내동,천호3동,63,4.5,41
26247, 시집 그릴하우스 천호,천호3동,62,4.3,101
26248, 안녕식당 천호,천호3동,62,4.1,118
26249, 갓잇 성내동,천호3동,62,4.3,17
26250, 버섯잔치집 강동구청,천호3동,62,4.3,119
26251, 푸지미곱창 천호,천호3동,60,4.9,54
26252, 커피폴 굽은다리역,천호3동,60,4.8,4
26253, 족발선생 천호,천호3동,59,4.4,20
26254, 해중천 반점 천호,천호3동,58,4.5,56
26255, 최냉면 본점,천호3동,57,4.1,44
26256, BOON THE BURGER 강동역,천호3동,57,4.6,33
26257, 해왕조개전문 둔촌,천호3동,57,5.0,13
26258, 다람 성내동,천호3동,57,4.0,20
26259, 로니로티 천호점,천호3동,56,4.3,10
26260, 등갈비 달인 본점,천호3동,56,4.5,84
26261, 한양닭한마리 천호점,천호3동,56,4.8,5
26262, 씨푸드박스 천호,천호3동,56,5.0,52
26263, 라그릴리아 천호,천호3동,56,4.4,5
26264, 보타이 강동구청역,천호3동,56,4.3,36
26265, 강동 호치민 강동역,천호3동,55,4.2,21
26266, 열불날개 천호,천호3동,55,4.9,26
26267, 쭈꾸쭈꾸쭈꾸미 천호,천호3동,54,4.1,72
26268, 스시공간 천호,천호3동,54,4.8,2
26269, 맥도날드 굽은다리역DT,천호3동,54,4.2,1
26270, 맘스터치 강동구,천호3동,54,4.4,2
26271, 제주아줌마집 둔촌,천호3동,54,4.4,25
26272, 쭈꾸미도사 천호,천호3동,53,4.3,4
26273, 오두껍 천호,천호3동,53,4.4,2
26274, 스타벅스 강동구청DT점,천호3동,53,4.8,4
26275, 꿀꿀 진 순대 강동,천호3동,53,4.5,5
26276, 데카망 천호,천호3동,53,4.2,11
26277, 똥찌비 천호,천호3동,53,4.7,9
26278, 피에로커피 성내동,천호3동,53,4.4,41
26279, 브랜뉴 하이몬드 천호,천호3동,52,3.9,39
26280, 틈새라면 천호점,천호3동,52,4.3,9
26281, 오징어포차 천호동,천호3동,52,5.0,5
26282, 성내볼데기집 성내동,천호3동,52,4.7,25
26283, 천호누룽지통닭구이 성내점,천호3동,52,5.0,6
26284, 얌얌카츠 천호,천호3동,52,4.6,9
26285, 스시진 천호역,천호3동,52,4.5,13
26286, 스타벅스 천호로데오점,천호3동,52,4.2,4
26287, 램니쿠야 강동구,천호3동,52,5.0,2
26288, 쭉삼이 천호,천호3동,52,4.7,24
26289, 란짠타부리 성내동,천호3동,51,5.0,6
26290, 7번가피자 성내점,천호3동,51,5.0,3
26291, 피자보감 강동구,천호3동,51,5.0,2
26292, 비사벌전주콩나물국밥 성내점,천호3동,51,4.6,6
26293, 미드데이 썬 성내동,천호3동,51,4.1,9
26294, 세꼬시 길동,천호3동,51,4.8,8
26295, 셀프하우스 성내동,천호3동,51,3.8,108
26296, 스시 꽃피다 성내동,천호3동,51,4.4,5
26297, 블랑제리 천호,천호3동,51,4.2,125
26298, 썸이프 강동구,천호3동,51,5.0,2
26299, 도원 천호,천호3동,50,5.0,2
26300, 유타로 천호,천호3동,50,4.3,113
26301, 등촌샤브샤브칼국수 천호점,천호3동,50,4.6,1
26302, 긴자 성내동,천호3동,50,4.1,6
26303, 고추장구이 암사,천호3동,50,4.5,30
26304, 스타벅스 천호사거리점,천호3동,50,4.5,1
26305, 역전할머니맥주 천호점,천호3동,50,4.5,2
26306, 엄마손만두 천호동,천호3동,50,3.9,79
26307, 피카피오 강동역,천호3동,50,4.3,17
26308, 독도쭈꾸미 3호점,천호3동,50,4.1,64
26309, 와고참숯갈비 천호,천호3동,49,4.4,2
26310, 대팔이네 천호,천호3동,49,4.6,3
26311, 카페 온도 성내동,천호3동,49,5.0,3
26312, 인생극장쪽갈비 둔촌동역점,천호3동,49,5.0,0
26313, 송월냉면 천호동,천호3동,49,3.7,27
26314, 울림한우소머리곰탕 성내동,천호3동,49,5.0,3
26315, 차이나린찐 올림픽공원,천호3동,49,3.6,32
26316, 연풍민락 강동구,천호3동,49,4.6,6
26317, 풍년비빔국수 천호,천호3동,49,5.0,3
26318, 아키노유키 천호,천호3동,49,3.7,107
26319, 백년화편 강동구,천호3동,49,4.0,19
26320, 닭발부부 천호동,천호3동,48,4.8,4
26321, 분홍다이닝 천호,천호3동,48,3.9,56
26322, 청년다방 굽은다리역,천호3동,48,4.5,26
26323, 카페 노란 코끼리 천호,천호3동,48,4.3,0
26324, 팍스하우스 굽은다리역,천호3동,48,5.0,2
26325, 통로 성내동,천호3동,48,4.5,17
26326, 하다식당 강동구,천호3동,48,4.6,7
26327," 방콕, 그집 성내동",천호3동,48,5.0,2
26328, 천호곱창 굽은다리역,천호3동,48,4.7,9
26329, WAAAH 성내동,천호3동,48,5.0,2
26330, 구삼부대찌개 올림픽공원,천호3동,48,4.2,29
26331, 설빙 천호로데오점,천호3동,47,4.4,0
26332, 샤크로플 천호동,천호3동,47,5.0,1
26333, 푸른청목장 성내동,천호3동,47,5.0,0
26334, 어바웃타임 성내동,천호3동,47,4.5,1
26335, 월요일 천호,천호3동,47,5.0,1
26336, 미니회바 천호,천호3동,47,4.4,63
26337,. 불타는삼겹살 굽은다리역,천호3동,47,5.0,3
26338,고모네원조콩탕황태탕 성내동,성내1동,70,4.6,77
26339,화진포막국수 강동구청점,성내1동,65,4.1,163
26340,풍년상회쪽갈비 천호,성내1동,65,4.0,76
26341,피콜로 성내동,성내1동,64,4.7,27
26342,평양만두집 성내동,성내1동,64,4.3,67
26343,커피 몽타주 성내동,성내1동,63,4.5,41
26344,시집 그릴하우스 천호,성내1동,62,4.3,101
26345,갓잇 성내동,성내1동,62,4.3,17
26346,버섯잔치집 강동구청,성내1동,62,4.3,119
26347, 푸지미곱창 천호,성내1동,60,4.9,54
26348, 해중천 반점 천호,성내1동,58,4.5,56
26349, 최냉면 본점,성내1동,57,4.1,44
26350, BOON THE BURGER 강동역,성내1동,57,4.6,33
26351, 해왕조개전문 둔촌,성내1동,57,5.0,13
26352, 다람 성내동,성내1동,57,4.0,20
26353, 등갈비 달인 본점,성내1동,56,4.5,84
26354, 보타이 강동구청역,성내1동,56,4.3,36
26355, 열불날개 천호,성내1동,55,4.9,26
26356, 쭈꾸쭈꾸쭈꾸미 천호,성내1동,54,4.1,72
26357, 제주아줌마집 둔촌,성내1동,54,4.4,25
26358, 쭈꾸미도사 천호,성내1동,53,4.3,4
26359, 오두껍 천호,성내1동,53,4.4,2
26360, 스타벅스 강동구청DT점,성내1동,53,4.8,4
26361, 꿀꿀 진 순대 강동,성내1동,53,4.5,5
26362, 데카망 천호,성내1동,53,4.2,11
26363, 피에로커피 성내동,성내1동,53,4.4,41
26364, 브랜뉴 하이몬드 천호,성내1동,52,3.9,39
26365, 성내볼데기집 성내동,성내1동,52,4.7,25
26366, 천호누룽지통닭구이 성내점,성내1동,52,5.0,6
26367, 얌얌카츠 천호,성내1동,52,4.6,9
26368, 램니쿠야 강동구,성내1동,52,5.0,2
26369, 쭉삼이 천호,성내1동,52,4.7,24
26370, 란짠타부리 성내동,성내1동,51,5.0,6
26371, 7번가피자 성내점,성내1동,51,5.0,3
26372, 비사벌전주콩나물국밥 성내점,성내1동,51,4.6,6
26373, 미드데이 썬 성내동,성내1동,51,4.1,9
26374, 세꼬시 길동,성내1동,51,4.8,8
26375, 셀프하우스 성내동,성내1동,51,3.8,108
26376, 스시 꽃피다 성내동,성내1동,51,4.4,5
26377, 블랑제리 천호,성내1동,51,4.2,125
26378, 썸이프 강동구,성내1동,51,5.0,2
26379, 긴자 성내동,성내1동,50,4.1,6
26380, 독도쭈꾸미 3호점,성내1동,50,4.1,64
26381, 카페 온도 성내동,성내1동,49,5.0,3
26382, 인생극장쪽갈비 둔촌동역점,성내1동,49,5.0,0
26383, 울림한우소머리곰탕 성내동,성내1동,49,5.0,3
26384, 차이나린찐 올림픽공원,성내1동,49,3.6,32
26385, 풍년비빔국수 천호,성내1동,49,5.0,3
26386, 백년화편 강동구,성내1동,49,4.0,19
26387, 통로 성내동,성내1동,48,4.5,17
26388, 하다식당 강동구,성내1동,48,4.6,7
26389," 방콕, 그집 성내동",성내1동,48,5.0,2
26390, WAAAH 성내동,성내1동,48,5.0,2
26391, 구삼부대찌개 올림픽공원,성내1동,48,4.2,29
26392, 푸른청목장 성내동,성내1동,47,5.0,0
26393, 어바웃타임 성내동,성내1동,47,4.5,1
26394, 월요일 천호,성내1동,47,5.0,1
26395, 미니회바 천호,성내1동,47,4.4,63
26396, 지도리치킨 성내,성내1동,47,5.0,0
26397, 일미리금계찜닭 천호,성내1동,47,4.6,6
26398, 스타벅스 올림픽공원북2문점,성내1동,47,4.5,0
26399, 해선민어마을 성내동,성내1동,46,4.0,2
26400, 강동 KD 부대찌개 강동,성내1동,46,4.0,18
26401, The짬뽕 성내동,성내1동,46,4.4,2
26402, 스윗테리언 성내동,성내1동,46,5.0,0
26403, 멸치집 천호,성내1동,46,5.0,0
26404, 온도계 천호,성내1동,46,4.5,2
26405, 마포집 천호,성내1동,46,4.7,10
26406, 온전히 둔촌동,성내1동,45,4.0,7
26407, 율베이커리 강동구,성내1동,45,5.0,20
26408, 카레야상 천호,성내1동,45,3.5,22
26409, 캘리포니아보이 강동구,성내1동,45,4.6,7
26410, 요다래 성내동,성내1동,45,4.0,19
26411, YUP 성내동,성내1동,45,4.9,1
26412, 주문진 성내동,성내1동,45,4.0,14
26413, 미츠바 성내동,성내1동,45,5.0,0
26414, 봉구스밥버거 둔촌역점,성내1동,45,5.0,1
26415, 브리에 성내동,성내1동,44,4.6,2
26416, 진정한족발 천호,성내1동,44,4.0,13
26417, 별미아구찜동태탕 강동,성내1동,44,4.4,2
26418, 서울감자탕 강동역,성내1동,44,3.7,4
26419, 이디야 성내동,성내1동,44,4.2,0
26420, 바이재재 강동구,성내1동,44,5.0,7
26421, 서울진우동덮밥 강동구청역,성내1동,44,3.9,6
26422, 영광굴비백반전문점 성내동,성내1동,44,5.0,8
26423, 국민떡볶이 성내동,성내1동,44,4.4,12
26424, 참치의미 강동구청,성내1동,44,5.0,6
26425, 스타벅스 둔촌동점,성내1동,44,4.5,0
26426, 2.5짜장 천호,성내1동,44,4.2,3
26427, 오륜정 강동구청역,성내1동,44,3.2,5
26428, 다락방 초밥집 천호,성내1동,44,4.4,0
26429, 오늘손칼국수&찜 강동본점 둔촌동,성내1동,44,4.1,16
26430, 우애돈카츠 강동구청점,성내1동,43,4.0,0
26431, 금마루 천호역,성내1동,43,5.0,1
26432, 어매집 강동구,성내1동,43,4.4,4
26433, 천호쭈꾸미 천호,성내1동,43,3.8,7
26434, 마곡닭한마리 강동직영점,성내1동,43,5.0,1
26435, 배스킨라빈스 둔촌역,성내1동,43,4.3,0
26436, 아이아오 성내동,성내1동,43,4.4,2
26437,. 젤라떼리아 피오니 올림픽공원,성내1동,43,4.0,0
26438,고모네원조콩탕황태탕 성내동,성내2동,70,4.6,77
26439,화진포막국수 강동구청점,성내2동,65,4.1,163
26440,풍년상회쪽갈비 천호,성내2동,65,4.0,76
26441,피콜로 성내동,성내2동,64,4.7,27
26442,평양만두집 성내동,성내2동,64,4.3,67
26443,커피 몽타주 성내동,성내2동,63,4.5,41
26444,시집 그릴하우스 천호,성내2동,62,4.3,101
26445,갓잇 성내동,성내2동,62,4.3,17
26446,버섯잔치집 강동구청,성내2동,62,4.3,119
26447, 푸지미곱창 천호,성내2동,60,4.9,54
26448, 해중천 반점 천호,성내2동,58,4.5,56
26449, 최냉면 본점,성내2동,57,4.1,44
26450, BOON THE BURGER 강동역,성내2동,57,4.6,33
26451, 해왕조개전문 둔촌,성내2동,57,5.0,13
26452, 다람 성내동,성내2동,57,4.0,20
26453, 등갈비 달인 본점,성내2동,56,4.5,84
26454, 보타이 강동구청역,성내2동,56,4.3,36
26455, 열불날개 천호,성내2동,55,4.9,26
26456, 쭈꾸쭈꾸쭈꾸미 천호,성내2동,54,4.1,72
26457, 제주아줌마집 둔촌,성내2동,54,4.4,25
26458, 쭈꾸미도사 천호,성내2동,53,4.3,4
26459, 오두껍 천호,성내2동,53,4.4,2
26460, 스타벅스 강동구청DT점,성내2동,53,4.8,4
26461, 꿀꿀 진 순대 강동,성내2동,53,4.5,5
26462, 데카망 천호,성내2동,53,4.2,11
26463, 피에로커피 성내동,성내2동,53,4.4,41
26464, 브랜뉴 하이몬드 천호,성내2동,52,3.9,39
26465, 성내볼데기집 성내동,성내2동,52,4.7,25
26466, 천호누룽지통닭구이 성내점,성내2동,52,5.0,6
26467, 얌얌카츠 천호,성내2동,52,4.6,9
26468, 램니쿠야 강동구,성내2동,52,5.0,2
26469, 쭉삼이 천호,성내2동,52,4.7,24
26470, 란짠타부리 성내동,성내2동,51,5.0,6
26471, 7번가피자 성내점,성내2동,51,5.0,3
26472, 비사벌전주콩나물국밥 성내점,성내2동,51,4.6,6
26473, 미드데이 썬 성내동,성내2동,51,4.1,9
26474, 세꼬시 길동,성내2동,51,4.8,8
26475, 셀프하우스 성내동,성내2동,51,3.8,108
26476, 스시 꽃피다 성내동,성내2동,51,4.4,5
26477, 블랑제리 천호,성내2동,51,4.2,125
26478, 썸이프 강동구,성내2동,51,5.0,2
26479, 긴자 성내동,성내2동,50,4.1,6
26480, 독도쭈꾸미 3호점,성내2동,50,4.1,64
26481, 카페 온도 성내동,성내2동,49,5.0,3
26482, 인생극장쪽갈비 둔촌동역점,성내2동,49,5.0,0
26483, 울림한우소머리곰탕 성내동,성내2동,49,5.0,3
26484, 차이나린찐 올림픽공원,성내2동,49,3.6,32
26485, 풍년비빔국수 천호,성내2동,49,5.0,3
26486, 백년화편 강동구,성내2동,49,4.0,19
26487, 통로 성내동,성내2동,48,4.5,17
26488, 하다식당 강동구,성내2동,48,4.6,7
26489," 방콕, 그집 성내동",성내2동,48,5.0,2
26490, WAAAH 성내동,성내2동,48,5.0,2
26491, 구삼부대찌개 올림픽공원,성내2동,48,4.2,29
26492, 푸른청목장 성내동,성내2동,47,5.0,0
26493, 어바웃타임 성내동,성내2동,47,4.5,1
26494, 월요일 천호,성내2동,47,5.0,1
26495, 미니회바 천호,성내2동,47,4.4,63
26496, 지도리치킨 성내,성내2동,47,5.0,0
26497, 일미리금계찜닭 천호,성내2동,47,4.6,6
26498, 스타벅스 올림픽공원북2문점,성내2동,47,4.5,0
26499, 해선민어마을 성내동,성내2동,46,4.0,2
26500, 강동 KD 부대찌개 강동,성내2동,46,4.0,18
26501, The짬뽕 성내동,성내2동,46,4.4,2
26502, 스윗테리언 성내동,성내2동,46,5.0,0
26503, 멸치집 천호,성내2동,46,5.0,0
26504, 온도계 천호,성내2동,46,4.5,2
26505, 마포집 천호,성내2동,46,4.7,10
26506, 온전히 둔촌동,성내2동,45,4.0,7
26507, 율베이커리 강동구,성내2동,45,5.0,20
26508, 카레야상 천호,성내2동,45,3.5,22
26509, 캘리포니아보이 강동구,성내2동,45,4.6,7
26510, 요다래 성내동,성내2동,45,4.0,19
26511, YUP 성내동,성내2동,45,4.9,1
26512, 주문진 성내동,성내2동,45,4.0,14
26513, 미츠바 성내동,성내2동,45,5.0,0
26514, 봉구스밥버거 둔촌역점,성내2동,45,5.0,1
26515, 브리에 성내동,성내2동,44,4.6,2
26516, 진정한족발 천호,성내2동,44,4.0,13
26517, 별미아구찜동태탕 강동,성내2동,44,4.4,2
26518, 서울감자탕 강동역,성내2동,44,3.7,4
26519, 이디야 성내동,성내2동,44,4.2,0
26520, 바이재재 강동구,성내2동,44,5.0,7
26521, 서울진우동덮밥 강동구청역,성내2동,44,3.9,6
26522, 영광굴비백반전문점 성내동,성내2동,44,5.0,8
26523, 국민떡볶이 성내동,성내2동,44,4.4,12
26524, 참치의미 강동구청,성내2동,44,5.0,6
26525, 스타벅스 둔촌동점,성내2동,44,4.5,0
26526, 2.5짜장 천호,성내2동,44,4.2,3
26527, 오륜정 강동구청역,성내2동,44,3.2,5
26528, 다락방 초밥집 천호,성내2동,44,4.4,0
26529, 오늘손칼국수&찜 강동본점 둔촌동,성내2동,44,4.1,16
26530, 우애돈카츠 강동구청점,성내2동,43,4.0,0
26531, 금마루 천호역,성내2동,43,5.0,1
26532, 어매집 강동구,성내2동,43,4.4,4
26533, 천호쭈꾸미 천호,성내2동,43,3.8,7
26534, 마곡닭한마리 강동직영점,성내2동,43,5.0,1
26535, 배스킨라빈스 둔촌역,성내2동,43,4.3,0
26536, 아이아오 성내동,성내2동,43,4.4,2
26537,. 젤라떼리아 피오니 올림픽공원,성내2동,43,4.0,0
26538,고모네원조콩탕황태탕 성내동,성내3동,70,4.6,77
26539,화진포막국수 강동구청점,성내3동,65,4.1,163
26540,풍년상회쪽갈비 천호,성내3동,65,4.0,76
26541,피콜로 성내동,성내3동,64,4.7,27
26542,평양만두집 성내동,성내3동,64,4.3,67
26543,커피 몽타주 성내동,성내3동,63,4.5,41
